baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AAG03487	21.862175552409	-2.46205251459798	0.518080781188492	-4.7522560264636	2.01159426065674e-06	1.08316614035363e-05
AAG03489	0.881353751036105	4.77055176822008	1.8663478301901	2.55608932646503	0.0105855940825034	0.023922741593737
AAG03492	267.012478278653	-1.50701315495004	0.246036352008576	-6.12516460534056	9.05899041567608e-10	8.39763797446373e-09
AAG03500	6.09936301892535	-1.50808751894781	0.638063629815621	-2.36353781735467	0.0181013790990846	0.0382630777704227
AAG03504	68.3640371126717	1.10399955053914	0.217008098010424	5.0873656820222	3.63071352033663e-07	2.25013573451056e-06
AAG03510	33.4140441877028	-1.31742701329958	0.422361841766152	-3.11919042636668	0.00181348716159718	0.00511712656450677
AAG03512	61.1083964951548	-1.51039801055327	0.375717227824324	-4.02003927075576	5.81884410434098e-05	0.000232924404763209
AAG03513	16.8701751997722	-1.04847835607044	0.403745740503602	-2.5968778141477	0.00940753821017592	0.021682211324424
AAG03516	46.5912793690382	-1.66160882492475	0.297965335130688	-5.57651722874394	2.4538162213826e-08	1.83030554217882e-07
AAG03521	178.506701594785	1.62107396796066	0.40675484258062	3.9853833274016	6.73712749688588e-05	0.000265593618288786
AAG03522	153.768059104345	1.27503995224182	0.591983748188229	2.15384283123327	0.0312524995105494	0.0614471182310406
AAG03524	71.8492853273122	1.23317345668456	0.309447776505581	3.98507777502908	6.74580270064927e-05	0.00026574374275285
AAG03525	0.0683451871380268	1.77709796211411	3.16074699792792	0.562239863955931	0.573952604408452	0.669037370938597
AAG03526	4.27868119443748	1.15311636470131	0.710395872224678	1.62320251255149	0.104546120927385	0.171986086249931
AAG03529	3605.06916716259	2.10897239140534	0.297836161958788	7.08098162941396	1.43136878804444e-12	1.94894603060414e-11
AAG03530	952.798697021098	4.0682806089807	0.278975019942718	14.5829566024085	3.60556952530793e-48	6.15200300255666e-46
AAG03537	16.6638924565184	-1.06853067715617	0.415022789119978	-2.57463133391278	0.0100346981655565	0.0229532685311849
AAG03539	27.1291807293699	2.38520579457093	0.436907272027269	5.45929524931792	4.78028254911808e-08	3.38087340909128e-07
AAG03540	19.6671405406546	1.80471257969928	0.379075293929211	4.76082880789456	1.92799540980089e-06	1.04214510494372e-05
AAG03551	2.61913534212372	-2.19046202024005	1.06093961834596	-2.06464343715909	0.0389567501045986	0.0743774663483296
AAG03552	32.7484355042763	-1.84365473968173	0.666969720489001	-2.76422554584639	NA	NA
AAG03555	15.9563053903233	1.42650513352523	0.50729009849225	2.81201059860037	0.00492328810473309	0.0123138584754204
AAG03557	134.573577147468	-2.31870688387527	0.353361581966362	-6.56185335987091	5.31430645617857e-11	5.88562134903347e-10
AAG03558	23.0021867984862	-2.69916419967997	0.492264641887312	-5.48315676163851	4.17802480140078e-08	3.00553562788514e-07
AAG03559	43.1354620471752	-1.79621325266991	0.294652147715491	-6.09604669979969	1.08723663425686e-09	9.86098342698083e-09
AAG03560	35.9570662164674	-2.95404971171863	0.46897832158165	-6.29890460982497	2.99756381765657e-10	3.03649321788587e-09
AAG03561	231.622015725864	-2.16896221096393	0.299161813723512	-7.25013056970065	4.16370048961463e-13	6.12771015452719e-12
AAG03562	189.605753471409	-1.60746826012433	0.285145469207492	-5.63736209658876	1.72674783155355e-08	1.31860743500453e-07
AAG03565	4.70286826261191	-1.9879925515297	0.797736923267416	-2.49204028740097	0.0127011629894847	0.0279856133666612
AAG03566	23.2552463578567	-1.44057728673421	0.504912679032221	-2.85312163183425	0.0043292047906332	0.0110249338418178
AAG03567	4.06605849577796	-1.32183080255928	0.852545041158364	-1.55045274882286	0.121032886260733	0.194250311282658
AAG03568	10.3366462844434	-1.86226585226208	0.644729863940493	-2.8884436047063	0.00387153445771433	0.00999459959296466
AAG03578	3.60495238901118	-1.67718039789453	0.793067139490967	-2.11480253610184	0.0344467806430371	0.0668132938937771
AAG03579	4.82298940672429	1.42655128254744	0.599993558778815	2.37761099544292	0.0174251977808079	0.0370200699934674
AAG03583	2.68259595290839	1.04922587361243	0.800354566507465	1.31095131772781	0.189874211464346	0.280631102854683
AAG03584	2.64727031847499	1.15449380213007	0.811416772437341	1.42281234668368	0.154790561217758	0.237938193763784
AAG03586	5.49040070582054	1.59594845870615	0.571364751057132	2.7932217655243	0.00521859015296388	0.0129574816894874
AAG03587	7.4492636871444	1.46210874014582	0.529670589438656	2.7604114128658	0.00577286119348321	0.0141789573173272
AAG03588	12.1109800713757	1.52657301795162	0.426079451295075	3.58283651866236	0.000339883335103471	0.00113432946801036
AAG03589	1009.85430038196	3.58962714432577	0.386736269163377	9.28184768418844	1.66564651915061e-20	6.10364429165257e-19
AAG03591	0.13763497112629	3.56556684849866	3.14947401135145	1.1321150248097	0.257586078943998	0.355605560312068
AAG03597	163.998397559851	4.27938509545349	0.391975904051049	10.9174698016543	9.51084559470115e-28	6.03828104035678e-26
AAG03598	24.6799095051125	3.80186795680508	0.461322755149584	8.2412322270388	1.70446035494143e-16	3.87764730749175e-15
AAG03599	2.37752622375137	2.12934476481094	0.960420804904072	2.21709562510323	0.0266165576995694	0.053448475557061
AAG03600	12.8157061880399	2.18116360705122	0.428515016059915	5.09005174919294	3.57965810124195e-07	2.22607440008896e-06
AAG03601	10.6142910581511	2.89631809307267	0.658395191946999	4.39905717492819	1.08722182741238e-05	5.03070438785727e-05
AAG03602	25.3319016801283	3.27295056741958	0.404646558746007	8.08841814338519	6.04445880371859e-16	1.28415350460325e-14
AAG03603	33.9201872509099	2.70822810690707	0.398763739287055	6.79156061619113	1.1092695716188e-11	1.35192229041041e-10
AAG03608	28.9412224623579	2.2687350080089	0.386077562137596	5.87637104691502	4.19357796395825e-09	3.49571537148276e-08
AAG03612	39.5314900127493	-1.1033391695281	0.380607644361509	-2.89888862158565	0.00374487897483803	0.00970894549032081
AAG03615	247.209370029234	2.4699609842538	0.804399407137257	3.0705653961681	0.00213653892165196	0.00593452625072511
AAG03620	28.9132637530255	-1.47888300445618	0.380812427571842	-3.88349459571455	0.000102965821556793	0.000387185527341658
AAG03624	5.6596750991269	-2.48692640001301	0.839158088525669	-2.96359700754638	0.00304066204849191	0.00808670958829314
AAG03625	21.7574499306505	-2.50187056439695	0.525028978954767	-4.76520471189553	1.88662005919419e-06	1.02090639476713e-05
AAG03627	4.43928296607919	-1.10259654935698	0.749733616272665	-1.47065107582956	0.141385503498762	0.221103286956659
AAG03628	7.01815432715026	-1.03111394718711	0.553384012355207	-1.86328828474585	0.0624217175059041	0.111329867905457
AAG03632	20.5920710352777	-1.34622635331411	0.423659184021717	-3.17761635788142	0.00148491092568235	0.00428520806248711
AAG03633	3.11724312629337	-1.39205377604007	0.91001960288907	-1.52969647205475	0.126091877305226	0.200820130669688
AAG03638	62.4823809981203	2.24332991710224	0.261055363181311	8.59331097344349	8.44984471676042e-18	2.26157608595647e-16
AAG03639	100.312923809115	1.17248217916823	0.255734098377953	4.58477061371536	4.54485111088004e-06	2.27374932056859e-05
AAG03640	4.18469271582091	1.64346055372722	0.699960077637206	2.34793469832581	0.018877830652258	0.0397045282593717
AAG03641	4.28411708903549	1.00459345432335	0.66915629491301	1.50128372393769	0.133282192904929	0.210567353374107
AAG03647	49.4732969694169	-1.17838951821379	0.30543479648821	-3.85807226865612	0.000114284859121833	0.000424775582576725
AAG03648	88.2850632106445	-1.42985698771065	0.299981027916672	-4.76649139327515	1.87461734025191e-06	1.01541772596979e-05
AAG03649	145.974857213703	-1.37192210604631	0.243762082570407	-5.62811940060469	1.82184966124404e-08	1.38541770896831e-07
AAG03650	26.3505667880112	-1.01180359994893	0.372599526658749	-2.71552572549457	0.00661706352947565	0.0159400455619565
AAG03651	115.470232898031	-1.19923593433506	0.263031903022465	-4.55927938989455	5.13294460375324e-06	2.53857586381274e-05
AAG03653	14.6456535265436	1.54645713896377	0.38128264760933	4.05593369816374	4.99344238188162e-05	0.000202707772528429
AAG03658	9.89642717618394	-1.30694624518194	0.614124436896643	-2.12814564388015	0.0333250099209077	0.0649373854989851
AAG03665	174.598111935633	3.91232712080013	0.451741026905261	8.66055303323296	4.69480956113409e-18	1.28812362833126e-16
AAG03672	444.056527198087	1.27242736883059	0.250200640386876	5.08562794588808	3.66411718793774e-07	2.26826302110432e-06
AAG03678	33.2338466206096	-1.73853376733724	0.342326869139111	-5.07857817795412	3.80269952551845e-07	2.33814632987959e-06
AAG03683	17.0412547805236	-1.75365298745591	0.472161083371484	-3.71409895735981	0.000203928989125146	0.00071789315320651
AAG03685	299.254619904884	-2.17957673691427	0.238270824846031	-9.14747635730351	5.82790411955312e-20	2.06625691511429e-18
AAG03686	163.75506265498	-1.62179951563093	0.356087737129482	-4.55449414996622	5.251178603763e-06	2.5900122110701e-05
AAG03687	518.110324792822	-1.00399679473484	0.292799904214686	-3.4289519234224	0.000605916848210472	0.00192343371583092
AAG03689	908.699848077058	-1.47832739646044	0.303918062784079	-4.86423012478441	1.14903166183262e-06	6.47441989020236e-06
AAG03690	152.506726328443	-1.28380721303242	0.262194239244417	-4.89639748276717	9.76095328006283e-07	5.58060784388933e-06
AAG03691	200.521666693243	-1.72548526819125	0.313666829992914	-5.50101286843186	3.77615645225444e-08	2.72722410440599e-07
AAG03692	118.814807798539	-1.64328854585906	0.33713140863912	-4.87432646068913	1.0918031238583e-06	6.17745601685627e-06
AAG03693	146.999279766809	-1.16874427052384	0.311380359718914	-3.75342963692019	0.000174431510951398	0.000622195702382824
AAG03695	16.2417514768531	-1.62384902206281	0.436634121585625	-3.71901539935965	0.000200000859859548	0.000704973979879361
AAG03701	76.4891892012125	-1.09238917192049	0.259476898763216	-4.20996696479458	2.55408031159127e-05	0.000109203433839376
AAG03709	105.308027333341	2.08548964836337	0.486903067898346	4.28317212574799	1.84247526240815e-05	8.16551536749064e-05
AAG03713	6.9977686524896	1.13469063044926	0.646246314204866	1.75581756600867	0.0791195640132505	0.135548421560197
AAG03714	9.34926005849286	1.6524854981234	0.584959787870716	2.82495571898802	0.00472871505596502	0.0119145289365801
AAG03717	15.313657783203	1.02395161239466	0.416141954884043	2.46058250166095	0.0138711676007639	0.0302100419226849
AAG03725	671.154396794237	-1.44001269495496	0.205084372651987	-7.02156227865569	2.19400978508213e-12	2.91466993346677e-11
AAG03736	9.31916461989433	1.61146940653952	0.502699807340964	3.20562964816599	0.00134767320279968	0.00393071350816573
AAG03741	14.1272926719583	-1.03859307020395	0.485879451885872	-2.13755297980352	0.0325530414396381	0.0636831265712734
AAG03744	106.64876275806	2.83221984492493	0.34729052327684	8.15518897032284	3.48634328865788e-16	7.67557836938388e-15
AAG03752	67.3716804310094	-1.25170099836501	0.49880229892944	-2.50941305012325	0.0120931983784819	0.0268737741744042
AAG03753	134.80429300487	-1.95635054572059	0.323634055165114	-6.04494648970882	1.49459598185885e-09	1.32475552937489e-08
AAG03758	5.98415687329707	-1.48609161252602	0.633243662909464	-2.34679271119448	0.0189357861730147	0.0397957630887837
AAG03766	52.693122521779	1.23514472288939	0.251733054755198	4.90656550483817	9.26850434516999e-07	5.31575984502396e-06
AAG03768	24.5435473847394	-1.1114201061421	0.465402507533676	-2.38808362256553	0.0169364876339291	0.0360659994076648
AAG03769	12.4904586680999	-1.21999692543218	0.596922684498139	-2.04381062592366	0.0409722590263314	0.0777305539554445
AAG03773	7.7085411582953	-2.05945689889515	0.623475041836119	-3.30319060219331	0.000955913903891303	0.00288837294700969
AAG03778	125.020189550659	-2.14083093866674	0.277839399704004	-7.70528204764144	1.30554618882302e-14	2.29944586805603e-13
AAG03779	99.8405461844655	-1.38009101703348	0.383456696120935	-3.59907919458584	0.000319345935196941	0.00107432458790838
AAG03781	75.9328527904303	-1.85456277530563	0.324368435147748	-5.71745760175736	1.08129642905282e-08	8.49478921241494e-08
AAG03782	94.3125670867689	-1.49092171135339	0.293295570340516	-5.08334206896624	3.70850946603645e-07	2.29314401863636e-06
AAG03787	22.7805040701797	-2.52368013865795	0.467176581613322	-5.401983399816	6.59080507530205e-08	4.59002496315679e-07
AAG03797	277.239494164081	-1.81094287171049	0.406065720827235	-4.45972850902373	8.20635378160797e-06	3.88868959272619e-05
AAG03799	29.0334364509072	-1.74862244437208	0.375031520908681	-4.66260126651557	3.1223735654163e-06	1.62518204644166e-05
AAG03800	491.277913003023	-1.37155328213908	0.307186648689964	-4.46488572334847	8.01114994309097e-06	3.80355466863276e-05
AAG03801	37.8545902568179	-1.13868850650162	0.314667362059156	-3.61870547695237	0.000296080365859944	0.00100597311611406
AAG03803	47.5029860574562	-1.68560371142874	0.321835204938363	-5.23747460055392	1.62788694880529e-07	1.07606086446451e-06
AAG03804	20.1672633531265	-1.66826103139961	0.431525565998729	-3.86596105270973	0.00011065259682844	0.000412398074186541
AAG03807	63.6472772818188	-1.14922945764327	0.271191096643718	-4.23771086833684	2.25810303713805e-05	9.80846665296242e-05
AAG03808	23.7592617487265	-1.19293373087429	0.41990693679032	-2.84094790143937	0.00449796599187392	0.011412125611353
AAG03809	357.82959792835	-2.25272767733225	0.244788621990646	-9.20274667593961	3.48914748230513e-20	1.24514674858732e-18
AAG03811	802.561559944165	-1.51044346964582	0.293511584969653	-5.14611193218143	2.65940776491765e-07	1.69630448556663e-06
AAG03812	832.942764848275	-2.79841605724701	0.296405993514321	-9.44115881081806	3.6867918452621e-21	1.48610813972909e-19
AAG03813	102.19668857726	1.37498119100275	0.326989842682104	4.20496606171187	2.61121336396352e-05	0.000111384570056569
AAG03820	159.585183324129	2.00499646953907	0.229792885479246	8.72523300866141	2.65633110941162e-18	7.59349102481018e-17
AAG03822	7.75490381617198	1.20776627163803	0.683921035729632	1.76594403233926	0.0774052389503553	0.133238526062087
AAG03823	43.9990207736577	1.8588930665336	0.337360517890987	5.5101085276798	3.58612522317363e-08	2.60029797058805e-07
AAG03824	38.5545228737848	1.42754299007738	0.416109036890123	3.43069451398225	0.00060203816985347	0.00191223293042463
AAG03826	42.5083086875426	-1.31147971043975	0.384954120865529	-3.40684678862776	0.000657180057008429	0.00206812859438964
AAG03829	12.6141118332981	1.41762539864256	0.428708195201514	3.30673734374546	0.000943893506308867	0.00285837966968742
AAG03831	0.0732503061882155	1.77709796211411	3.16074699792792	0.56223986395593	0.573952604408452	0.669037370938597
AAG03832	21.0010566874242	1.13016202494612	0.329393822831639	3.43103588048698	0.000601281064306361	0.00191093982020532
AAG03834	0.13763497112629	3.56556684849866	3.14947401135145	1.1321150248097	0.257586078943998	0.355605560312068
AAG03836	1081.8211519747	1.30807617040922	0.34277370150109	3.81615090271171	0.000135549624488757	0.000497045634458437
AAG03839	29.2920042670804	1.15413226238772	0.390170284199599	2.95802194356067	0.00309620082227149	0.00821840373826073
AAG03841	16.8057144185113	1.27577573138445	0.332857596506076	3.83279740278111	0.000126694290670785	0.000466768439313418
AAG03850	139.796936273486	-1.36381394417518	0.212270601667752	-6.42488377316531	1.31970311263503e-10	1.38302859788623e-09
AAG03851	344.454410110759	1.99174997370604	0.263363397862435	7.56274406341923	3.94653662263285e-14	6.56953962182176e-13
AAG03854	67.5941820212144	1.96662777790024	0.458138192864425	4.29265188655035	1.76551697061255e-05	7.85633468585537e-05
AAG03855	15.782742501106	2.37165818173891	0.546885943220936	4.33665961090681	1.44664388671782e-05	6.53323045614499e-05
AAG03859	36.0437280436752	2.10961772392854	0.309926258969143	6.80683763597641	9.97674174789564e-12	1.22136793595314e-10
AAG03860	22.7643529297231	2.15734683802816	0.476288796350341	4.52949314482991	5.91253525075494e-06	2.89528632010063e-05
AAG03861	12.6944939981541	2.12772236348973	0.68310134039709	3.11479752367763	0.00184071215502733	0.00519126465209155
AAG03862	146.31730983039	-1.10688422181437	0.22439133976326	-4.93282950662073	8.10468948249686e-07	4.70761750791839e-06
AAG03863	3.4941105183589	4.91757434392979	1.28394642739816	3.83004636252226	0.000128119117858824	0.000471064231319313
AAG03865	12.7673013165663	1.68147122632563	0.543164788899257	3.09569261610862	0.00196353795964548	0.00550446076792552
AAG03868	18.6764572027756	-2.03365542938134	0.48028562554261	-4.23426253301624	2.29302941798411e-05	9.94435315503834e-05
AAG03874	29.6076313753331	1.51655669099184	0.356596642081523	4.25286307279678	2.11054637608206e-05	9.22624756878145e-05
AAG03878	22.7640075375939	3.31767940804161	0.414297737457723	8.00795927199618	1.16627512485183e-15	2.38496710924756e-14
AAG03879	21.6977734028527	1.52348322710612	0.431540300466018	3.53033824525988	0.000415028706149807	0.00136427256807823
AAG03881	28.8386372213373	4.16786080928799	0.557352733468835	7.47795885623129	7.54858207647956e-14	1.21938633543131e-12
AAG03882	10.8513576176122	2.07652128139421	0.572833661120057	3.6249987078867	0.000288962896507512	0.000986085884331886
AAG03883	25.6225994836461	1.87960281848119	0.462438416000654	4.06454730715654	4.81257774155926e-05	0.000195802343285496
AAG03884	24.9573024792316	1.69147217837671	0.421061825823783	4.01715870363561	5.89040563379629e-05	0.000235443739096104
AAG03886	0.881353751036105	4.77055176822008	1.8663478301901	2.55608932646503	0.0105855940825034	0.023922741593737
AAG03892	76.1217783284516	-2.27804385812304	0.424579869724303	-5.36540712493569	8.07668315366192e-08	5.57505562819141e-07
AAG03894	41.3668273939061	2.95668269687253	0.356600494304643	8.29130285598158	1.1201466936461e-16	2.6248931104325e-15
AAG03895	186.406345315923	1.95139452895555	0.280412444540102	6.95901543227153	3.42658981462207e-12	4.44398584034122e-11
AAG03897	130.645536413726	1.37920058072497	0.320997128936603	4.2966134472728	1.73427230326637e-05	7.72989940884438e-05
AAG03898	48.2539231470078	-2.37588642576241	0.544761559132281	-4.36133274445213	1.29272596162993e-05	5.87700562073222e-05
AAG03899	13.9730945843661	-1.77932120321305	0.633311830249237	-2.80954992189678	0.0049610824398372	0.012402706099593
AAG03900	40.4424835968859	-2.01993178070386	0.613414878796627	-3.29292922380116	0.000991494300969025	0.00298596739287969
AAG03901	16.490201911919	-1.46403748353057	0.669800696393131	-2.1857807724214	0.0288316481357497	0.0573273120251979
AAG03902	18.2428820913056	-2.51725334234916	0.723627640461445	-3.47865836183917	0.000503930587863299	0.00163371325183409
AAG03903	16.0061831752929	-1.74754829243543	0.733541656770187	-2.38234362875853	0.0172028363665858	0.0365761240504512
AAG03904	23.9534561749294	-1.54888831813542	0.583623889843458	-2.65391520993233	0.00795638167704922	0.0187330073120693
AAG03905	38.8404671600735	-2.30471482939093	0.66952545926254	-3.44231096443965	0.000576766818392635	0.00184052999907878
AAG03906	33.563139117432	-1.04998098315602	0.645297786847523	-1.62712627341478	0.103710281999279	0.170971660542289
AAG03907	14.644373652295	-2.64254447233282	0.688830455350141	-3.83627705745034	0.00012491348477704	0.000461141059420311
AAG03908	291.56886895063	-1.30141810231448	0.445401210894309	-2.92190068298513	0.00347902459355019	0.00906705216266541
AAG03910	4.38768040735584	1.51019721927507	0.637213673953143	2.37000127430744	0.0177880239523719	0.0376882463251652
AAG03912	11.9056661963313	2.50430832255361	0.540416774069342	4.63403144150421	3.58612492242586e-06	1.84024831545538e-05
AAG03913	29.5632709352206	2.13183223292245	0.427224475821166	4.98995809831557	6.03923912264025e-07	3.56093365114641e-06
AAG03919	13.361592432548	1.16202264329462	0.422611381389111	2.74962458293263	0.00596635775277214	0.0145885863547406
AAG03920	20.171686619327	2.1836560912895	0.407732793079906	5.35560575050815	8.5270256493924e-08	5.87847980374779e-07
AAG03923	55.241454216735	2.79469040389001	0.292825384345819	9.54388025523621	1.37585835600626e-21	5.73449360594976e-20
AAG03924	27.2465565266761	1.28781944049651	0.287983544559168	4.47185078740469	7.75455290389914e-06	3.69457756154357e-05
AAG03926	421.809726712239	1.48432388534866	0.162498178233494	9.13440323752944	6.57684970768214e-20	2.30189739768875e-18
AAG03927	229.001019452225	1.60039947144628	0.314108096236634	5.09505960088535	3.48631558290965e-07	2.1738347833663e-06
AAG03932	35.7741782431838	2.56504331381885	0.335611760177402	7.64288865343391	2.12401665178282e-14	3.66997813883994e-13
AAG03935	297.209303644236	1.21870515431466	0.249212345883465	4.8902278496449	1.0071932358591e-06	5.73438484649707e-06
AAG03936	470.34965508379	1.2909033354591	0.291036064449351	4.43554422680065	9.18399734633233e-06	4.32654232191324e-05
AAG03941	179.665198122374	-1.21008610139732	0.229883796027003	-5.26390342560367	1.41028550749486e-07	9.39043764746576e-07
AAG03946	10.3191650038284	1.1328950713885	0.454250474673456	2.49398764459828	0.0126316941289051	0.0278662828055847
AAG03947	114.591623877304	1.13061752935663	0.182846927908667	6.18341003750076	6.27314899665804e-10	5.98800586044631e-09
AAG03952	98.2137332509768	-1.07363817441765	0.334576058118698	-3.20895099444549	0.00133220196307208	0.00389182595953642
AAG03954	75.8745863018724	3.5867109768646	0.311905808125556	11.4993401322645	1.32927761393198e-30	1.09967511698009e-28
AAG03955	58.3949444057762	1.5453309352688	0.420392257433048	3.67592625207878	0.000236987982586149	0.000823650149535564
AAG03957	26.0188016641525	-1.74824945882085	0.446721605878316	-3.91350997089911	9.09641425451352e-05	0.000346107469196124
AAG03960	22.9253779949056	-1.59954115048902	0.412767579399355	-3.87516178672903	0.000106553881236529	0.000398755443146984
