baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PA0105	424.078895063777	-2.57338635349205	0.190640197808211	-13.4986554938479	1.59255966655871e-41	2.30983199430229e-40
PA0106	140.182489221943	-3.53464189066197	0.299294711092465	-11.8099042838414	3.46956035099261e-32	3.66932291665582e-31
PA0107	30.6388262849708	-3.37506557543543	0.460774365569212	-7.32476853669168	2.39311400037361e-13	1.05721112168404e-12
PA0108	82.990721588493	-3.32672088820383	0.340227966938086	-9.77791719517645	1.40063092764058e-22	9.83789069175475e-22
PA0109	47.8511991058635	-3.07628218688409	0.372801837927103	-8.25178921860792	1.56040464978765e-16	8.09786204871213e-16
PA0110	42.7374617879896	-2.83735564555959	0.367509860449252	-7.72048848455697	1.15884721912647e-14	5.45144810472327e-14
PA0111	23.8086080299931	-3.9615718147701	0.590249806135535	-6.71168676989015	1.92387335712941e-11	7.56542875085257e-11
PA0112	24.8581472323695	-3.0537834312881	0.51338097630009	-5.94837668761425	2.7081479259161e-09	9.18172314408956e-09
PA0113	29.1113401131762	-3.47436236620112	0.493103491358515	-7.04590907809058	1.84254543927927e-12	7.71850992718338e-12
PA0114	257.614464003313	-1.55157676409864	0.18641757161429	-8.32312507164804	8.56739612180637e-17	4.53033522198549e-16
PA0115	101.934959692875	-0.619445131607757	0.227458866847259	-2.72332813485667	0.00646278319326177	0.0113520545300955
PA0118	31.5789802819487	-1.0176002443908	0.343047304835279	-2.96635545607748	0.00301351976565866	0.00555362850542506
PA0120	62.3302939401827	-1.04845482426558	0.255816033541443	-4.09847189697643	4.15886721050334e-05	9.74532711013456e-05
PA0121	57.5161209806745	-0.728506410303869	0.257291862852265	-2.83143975960939	0.0046338961490968	0.00834430057934748
PA0122	3086.20421710165	-3.60447909911403	0.145426287740455	-24.7856089508866	1.28159608239426e-135	3.11149240177807e-133
PA0127	46.0417807020922	-0.694535656859897	0.293664210541956	-2.36506742029659	0.0180267888996475	0.0295195276292175
PA0134	88.1013204787472	-1.01702253094886	0.224663212447639	-4.52687611767279	5.98620083686838e-06	1.52983732142211e-05
PA0138	10.8078189979856	-0.650829814809816	0.514550360278893	-1.26485153845205	0.205924552221173	0.268664182150241
PA0139	4082.66137402971	-1.96522867599875	0.114429669389831	-17.1741182726286	4.14909372689794e-66	1.38733768688611e-64
PA0143	424.946218013201	-2.60078256431567	0.161973232638757	-16.0568664460511	5.11760068177641e-58	1.26445496491325e-56
PA0144	50.8626220915061	-1.31049961743339	0.279586920069261	-4.68727083909629	2.76872451900002e-06	7.36217034004576e-06
PA0147	58.2904657296552	-1.73426890933286	0.271292068092578	-6.3926266681009	1.6306004658814e-10	6.06209920205176e-10
PA0158	645.67124033641	-1.31640399122525	0.142392541847645	-9.24489424898215	2.3547344233462e-20	1.49758963780924e-19
PA0159	178.684419092313	-0.705785419081132	0.17623071239924	-4.00489454688361	6.20451533696969e-05	0.000142693631143487
PA0167	171.917214543952	-1.36115357678271	0.177300025179403	-7.67712004217378	1.62704951398942e-14	7.56489965538464e-14
PA0168	66.0964445614128	-1.61827878034686	0.255025221667437	-6.34556366529566	2.21612524678047e-10	8.15207073650999e-10
PA0173	32.6723433892769	-3.07428284522042	0.412439346134962	-7.45390291695019	9.06186906385605e-14	4.08735677322877e-13
PA0174	21.8048663957482	-5.48547005648722	0.905162372175706	-6.06020557759377	1.35947681684381e-09	4.73274223519689e-09
PA0175	96.8086853932225	-4.6289312208132	0.365683994429689	-12.6582822637134	1.0067817845772e-36	1.26904503049189e-35
PA0176	480.459095562018	-3.40280703641462	0.217347096954241	-15.6560960974373	3.01867181849528e-55	6.85213960751125e-54
PA0177	97.4201690054056	-2.91060889237595	0.264447769203809	-11.0063658360179	3.56078801091152e-28	3.15109988160537e-27
PA0178	325.29368773839	-2.55015210380089	0.204938965720274	-12.443471132189	1.5176251786868e-35	1.83032807727583e-34
PA0179	386.922707971662	-2.46038733863725	0.160594873641131	-15.3204600050639	5.58210528437462e-53	1.19886445799799e-51
PA0180	755.459686271334	-2.57214026559308	0.201563618269569	-12.7609351711137	2.7092880861056e-37	3.48586743613218e-36
PA0182	28.2498255738439	-1.06491120026129	0.373142100592902	-2.85390257108271	0.0043185773379151	0.00780924088565994
PA0187	84.0549563897307	-2.66827929036215	0.286375650427236	-9.31740979507657	1.19215023413493e-20	7.6959154998953e-20
PA0188	49.3345493273749	-1.8965331332525	0.299571608294065	-6.33081734298008	2.43865899314521e-10	8.93534896176039e-10
PA0193	7.31341716738179	-2.27717460294793	0.786934926068794	-2.89372669519673	0.00380699369151106	0.00694033717708056
PA0194	8.04437377162969	-1.56643320528384	0.643478673453897	-2.43432031224275	0.0149197855772658	0.0247167679704012
PA0195	480.232690343862	-1.78713450626648	0.207667553135996	-8.60574740386204	7.58210711117439e-18	4.21278468744257e-17
PA0195.1	101.128352740339	-1.44761612703786	0.283167430574209	-5.1122267984788	3.18383250415973e-07	9.16418592949892e-07
PA0196	360.431832950501	-0.954167921398031	0.213535361253005	-4.46843050162309	7.87956042151033e-06	1.98732906024e-05
PA0198	7.92541635115929	-1.51807258984496	0.628495793821797	-2.41540612485848	0.0157176735052268	0.0259283571205869
PA0199	6.9251011911299	-1.28189132229256	0.682803260118775	-1.87739484733797	0.0604639971846663	0.0892495269043555
PA0207	32.3670604990261	-0.752515889868631	0.315707832796604	-2.38358321110595	0.0171450078857819	0.0281416002452105
PA0208	27.6692233318955	-0.608935561744045	0.343183590471236	-1.77437260595093	0.0760015380080183	0.110146013038353
PA0210	0.882749394958205	-1.03769885305083	1.81048161911097	-0.573161772037424	0.566535165349542	0.642211198398669
PA0218	81.5574841083818	-0.586332561701251	0.228917081422348	-2.56133163177752	0.0104271768971674	0.0177570465976769
PA0221	11.9138727669993	-1.86319340485865	0.557066808619209	-3.3446498266104	0.000823865173189928	0.00163601106937858
PA0224	15.6073298309863	-1.20308989017431	0.458614220906268	-2.62331570921828	0.00870785404210077	0.0150168798551855
PA0225	103.475867784225	-0.682839107133348	0.214274061026409	-3.1867558017169	0.0014387819588704	0.00277422598699321
PA0229	30.104556045817	-2.54236837035132	0.386865952730075	-6.57170358986123	4.97428116804e-11	1.90640947442247e-10
PA0231	63.5517115399077	-1.32520622559439	0.26318551856877	-5.03525510370403	4.7721287394665e-07	1.35335535201528e-06
PA0232	56.4662114680387	-1.96389996711599	0.278051370965816	-7.06308320039691	1.62848148100394e-12	6.84747032373944e-12
PA0239	33.2641213817134	-0.915842430357492	0.332064228532928	-2.75802797068422	0.00581512218928262	0.0102709872766332
PA0248	77.6346178176722	-1.04153155680274	0.228491116970153	-4.5583021809062	5.15688048255472e-06	1.32273865937462e-05
PA0249	113.438363661755	-0.947950747321315	0.222818013831646	-4.25437212647249	2.09636418339112e-05	5.06538191261618e-05
PA0250	201.986239755944	-1.73796593350626	0.190287554821484	-9.13336626316269	6.64017571446253e-20	4.0880640782314e-19
PA0255	110.684814903361	-0.641658699333013	0.209308857305821	-3.06560700580141	0.00217228631101429	0.00409107816549875
PA0256	182.352791092745	-2.83221166933219	0.202012256070138	-14.0199992041515	1.17615978955643e-44	1.92600476976044e-43
PA0258	47.8690261974948	-1.79862814546311	0.347355084121716	-5.17806771134767	2.24195865578755e-07	6.50005043297906e-07
PA0259	521.70845657694	-1.20119272240063	0.157839370565683	-7.6102224565117	2.73624549451282e-14	1.26378782806945e-13
PA0260	399.286604819816	-1.30415104100529	0.192788907396275	-6.76465808442301	1.33624386575228e-11	5.32210110296772e-11
PA0262	232.304603450115	-1.04110362279402	0.195910753697788	-5.31417292386119	1.07142837976197e-07	3.18915568901432e-07
PA0263	86.8213168688481	-0.688824699277725	0.320288534098966	-2.15063802148124	0.0315047818318801	0.0492229159902681
PA0266	1511.82553919199	-1.19214579188414	0.122796244361251	-9.70832453455986	2.77866932655397e-22	1.92507314137436e-21
PA0269	100.252901191877	-1.1138324280666	0.289227307561866	-3.85106246521469	0.000117606494236094	0.000262056928896388
PA0270	78.8664845457808	-0.952871375183456	0.238732482045446	-3.99137715579928	6.56907132320761e-05	0.000150705399625272
PA0271	76.6461051930631	-1.30885582036174	0.248538951663658	-5.26619997228031	1.39276570129547e-07	4.10190067301365e-07
PA0275	87.203829478078	-1.1095537111156	0.245253094696693	-4.52411706562889	6.0648150759564e-06	1.54851062570373e-05
PA0276	43.089393096357	-0.776891552951196	0.314301465883902	-2.47180378483557	0.0134433279241145	0.0224932198238204
PA0289	86.1335416834792	-1.30026541857679	0.245942024128716	-5.28687776390865	1.2442172041225e-07	3.67603643800002e-07
PA0290	151.747673276881	-1.85633097487352	0.202708721850197	-9.15762754522897	5.30507588637768e-20	3.28420662411674e-19
PA0294	61.4549828759267	-0.860149290432593	0.253631843372515	-3.39133004355952	0.000695542868387634	0.00139658805360537
PA0295	204.472730242263	-1.10959233184655	0.215571474688864	-5.14721316188998	2.64384835847057e-07	7.63748020367287e-07
PA0296	1182.90276784407	-0.734641716744932	0.137978431995887	-5.32432283885377	1.01329803714281e-07	3.02418826264323e-07
PA0299	1179.69781137578	-1.23982340310028	0.164327344950318	-7.54483925651645	4.52845700952236e-14	2.07269704435843e-13
PA0300	2333.35985059939	-2.04989199053669	0.118816512521133	-17.252585074588	1.07002824454416e-66	3.68829488736704e-65
PA0303	405.558240019397	-1.33527275483636	0.149997583444561	-8.90196177947011	5.48681641913523e-19	3.21831752987932e-18
PA0306	37.1079311873369	-1.66802211688598	0.318898247821168	-5.23057786702352	1.6898097953371e-07	4.94803245787223e-07
PA0306.1	1121.02405779317	-3.24755534108885	0.160778025608848	-20.1990000112934	9.98997549729338e-91	6.26786777268385e-89
PA0314	374.9653338887	-0.650741865407041	0.163065998830954	-3.99066555917429	6.58881364455659e-05	0.000151096243906382
PA0315	2018.5206154091	-3.07612676130846	0.163452365875502	-18.8197138954322	5.20649432971705e-79	2.46381901162203e-77
PA0321	17.8649573518472	-1.40372822371207	0.461241338808629	-3.04337036948563	0.00233944208854113	0.00438517778530167
PA0323	18.1174212178031	-0.900851038174753	0.425640207415432	-2.11646132691479	0.0343055909960083	0.0531527247840483
PA0324	4.66915102973148	-0.874168758257491	0.860182227404234	-1.01625996260753	0.309505608952481	0.384831734667258
PA0327	124.958187372788	-0.676603611887018	0.307308849718849	-2.20170558871321	0.0276861117043393	0.0436351249667035
PA0329	939.631143903099	-2.07068420544461	0.150464821624026	-13.7619157959642	4.3192736612109e-43	6.71833541064113e-42
PA0343	103.733240600058	-0.827455917654196	0.214050923092405	-3.86569656276131	0.000110772591943008	0.000247125111230425
PA0344	133.969748535019	-1.11381447521657	0.185340479651937	-6.00955860969104	1.86029103765915e-09	6.3886009558971e-09
PA0345	99.1387461458699	-1.1853301777595	0.21132550969475	-5.60902552404418	2.03469017445713e-08	6.45918700066436e-08
PA0347	52.4413302774325	-1.67155148832857	0.289570332233599	-5.77252329489375	7.80931439312456e-09	2.56513009242397e-08
PA0355	157.213236866721	-3.48980502828689	0.316651079266854	-11.0209794211561	3.02746851536943e-28	2.69194015761511e-27
PA0364	44.6381109700137	-1.09302924533653	0.293920068502964	-3.71879759998597	0.000200173361286713	0.000433075571261142
PA0365	38.2052941599468	-1.1054264082311	0.315952291532089	-3.49871305845183	0.000467509407026518	0.0009604755440898
PA0366	160.769202519629	-0.701937886843167	0.19988915632818	-3.51163564716197	0.000445358118317403	0.000919024291457642
PA0367	119.055542462817	-1.38409990228168	0.208178108052653	-6.6486333036114	2.95826985827162e-11	1.14715131170755e-10
PA0369	52.2525773545135	-0.915262456927293	0.262291760012499	-3.4894823111625	0.000483957086680002	0.000993170294752345
PA0370	120.858534440453	-0.594809700030627	0.229832178176755	-2.58801750368124	0.00965300754058888	0.0165369479488295
PA0384	80.4225129171837	-0.699554534016385	0.240505113352986	-2.9086888185602	0.00362947928261182	0.00663839250380099
PA0397	108.166471481939	-1.5256277165721	0.243573340266397	-6.26352504302612	3.76370677724141e-10	1.36205694388309e-09
PA0398	239.400938170262	-1.33900111039679	0.165454358445901	-8.09287300119449	5.82736149269132e-16	2.93153032208904e-15
PA0399	2446.12644815015	-2.15560550466435	0.245239812764912	-8.78978612959032	1.49844946180687e-18	8.60837633202628e-18
PA0400	1842.17916127634	-2.58751899615186	0.209185668915724	-12.3694850109178	3.82264411711459e-35	4.53198402334775e-34
PA0403	101.048709045378	-0.701507947218492	0.26774145139509	-2.6200946605885	0.00879053624639888	0.0151410751914117
PA0407	310.75474503882	-1.4125820392071	0.159526654689023	-8.85483395837986	8.38084753869164e-19	4.8697869569255e-18
PA0413	3074.83247528403	-0.837303542385432	0.159448274778183	-5.25125495117617	1.51066410729534e-07	4.43509378293227e-07
PA0414	256.481731893311	-1.20139255266123	0.209921140221619	-5.72306605896332	1.04618562343693e-08	3.40238818944193e-08
PA0420	336.284755403798	-0.631481529860121	0.143036952108812	-4.41481393828734	1.01096904861926e-05	2.52923439403671e-05
PA0421	749.303394537703	-0.83689978967039	0.128887614128905	-6.49325224403161	8.40028626534531e-11	3.17799447870516e-10
PA0423	10122.1184639726	-1.54478586736713	0.187604067825079	-8.23428769576295	1.80629133452809e-16	9.3565220890583e-16
PA0436	246.470791807885	-1.26669506754908	0.188108017567694	-6.73387069795277	1.65208005937538e-11	6.52881461539427e-11
PA0449	282.823480514177	-2.05913766795676	0.203957189745786	-10.0959307711745	5.75821905235344e-24	4.351000702076e-23
PA0451	111.897528944724	-1.41313727220451	0.213844748837818	-6.60823929455593	3.88917688177023e-11	1.49980412346719e-10
PA0457.1	25.122551346107	-0.59695516509109	0.362497610614648	-1.64678372384	0.0996025079879632	0.14084082162694
PA0459	842.105830131184	-4.71113973645502	0.288341121857507	-16.3387716122683	5.22959022247532e-60	1.37745433029727e-58
PA0460	314.998822858507	-3.06731894354938	0.189683030042076	-16.1707609946392	8.1090484382027e-59	2.04891070040379e-57
PA0462	238.051020191952	-1.66710674153651	0.215677608849943	-7.72962362864657	1.07865011633094e-14	5.09575486429099e-14
PA0463	96.2088213373847	-0.808634156802588	0.214382709834309	-3.77191872155903	0.000161997029470357	0.000353770595448757
PA0469	212.259166247381	-1.03714702113956	0.190511387993106	-5.44401587781771	5.20925736345615e-08	1.5912742405656e-07
PA0473	156.548971053406	-0.7366354007005	0.2064945570417	-3.56733567825587	0.000360629383846587	0.000754780539505001
PA0477	29.8851115788651	-1.22640232256243	0.369435406790731	-3.31966644241312	0.000901250618327579	0.00178081509297282
PA0479	54.0829563910934	-2.50408857589878	0.305863441667159	-8.18694958197631	2.67930346794523e-16	1.37258996009231e-15
PA0483	69.2352292942329	-2.67319590493454	0.323474152240825	-8.26401703634223	1.40850498924733e-16	7.32317677835857e-16
PA0484	182.442310291495	-3.07950912575059	0.22102241794752	-13.9330170864469	3.99132124934662e-44	6.46015590039174e-43
PA0487	68.121447904842	-1.0241490521036	0.273014936503154	-3.751256488825	0.000175950589785233	0.000382894814248145
PA0488	23.4943885509309	-0.827376081555613	0.393405383380431	-2.10311326816675	0.0354558694070501	0.0546770435705517
PA0490	38.9830140633191	-1.56890387860143	0.335197101595606	-4.68054130281297	2.86118459247144e-06	7.58995475741593e-06
PA0494	45.1361265424553	-0.728517091125237	0.323746961198518	-2.25026696290291	0.0244320037797223	0.0389339574722057
PA0495	92.8428481419649	-0.655413161672469	0.236658097646418	-2.76945166123872	0.00561507356582358	0.00996015590583193
PA0496	54.5479729721536	-1.03265769810768	0.281425483371738	-3.66938233785898	0.000243137212857383	0.000520981656406611
PA0498	25.674683466153	-1.29112108278448	0.37960243098088	-3.40124555959313	0.000670795417905868	0.0013512704233717
PA0499	7.88842031444043	-0.59600835152211	0.597861422707717	-0.996900500491879	0.31881280873032	0.395084492665358
PA0502	61.7921994323526	-0.860401744189642	0.241174234717562	-3.5675525007771	0.000360331198748638	0.000754439225276489
PA0503	37.522192015986	-1.3071599744329	0.316791988490206	-4.12624063084005	3.6874144299332e-05	8.69165140428323e-05
PA0504	19.2777719942527	-1.37867351529438	0.420191252328955	-3.2810619156228	0.00103417039597642	0.00202482731105621
PA0505	161.802766323718	-1.59414668122997	0.187478762390493	-8.50307875357943	1.84627563263635e-17	1.00385619597287e-16
PA0506	1363.24887001451	-0.734060432975869	0.235572632393148	-3.11606838841446	0.001832797620962	0.00349056681973117
PA0507	30.6814076616695	-1.32098131947602	0.344491000649867	-3.8345887613437	0.000125774547914239	0.000279240753651201
PA0513	1.548429631326	-1.14438850533134	1.42237599343009	-0.804561178350336	0.421072952243437	0.49973886616947
PA0516	6.08605740413426	-0.676491968345288	0.680301305946443	-0.994400514054791	0.320027917974277	0.396326434679167
PA0520	67.3647270287083	-1.79388888711457	0.269668755704927	-6.65219403124867	2.8875567155911e-11	1.12128767036583e-10
PA0521	6.16379598862336	-1.61596891030315	0.765154416327409	-2.11195136017052	0.0346906214433597	0.0536748213188475
PA0523	3.76310198604154	-0.742755733810864	0.937580803141841	-0.792204502611278	0.428241443609734	0.506631402778974
PA0531	96.3682719299223	-0.976252751244904	0.283583247301358	-3.44256143666858	0.000576232961127704	0.00117262567599749
PA0532	7.03252328180707	-1.15737925274444	0.669570078834217	-1.72854087918555	0.0838912986246463	0.120609941174054
PA0536	514.059327717728	-0.588760207472216	0.154991386046948	-3.79866405797465	0.000145478119295544	0.000319822763049732
PA0537	513.682342706904	-1.02210262916345	0.140676386408677	-7.26563039651983	3.71302552116567e-13	1.61350463114312e-12
PA0538	114.098113119433	-0.923208128298433	0.196463092606747	-4.69914280615742	2.61255728392122e-06	6.98892255655734e-06
PA0540	52.8202270971588	-2.33301677749418	0.303792022528857	-7.67965122347006	1.59522303654698e-14	7.42929560974008e-14
PA0546	2289.32246319302	-0.882687812667704	0.123810350262238	-7.12935397402654	1.00841096969871e-12	4.28862669824646e-12
PA0547	545.447742260075	-1.03413849916487	0.150714268676197	-6.86158323460847	6.81015046768891e-12	2.75165558694464e-11
PA0550	42.3453913296964	-0.892646003689188	0.283465466005563	-3.14904674727351	0.00163803989998298	0.00313354395392427
PA0557	34.8027569458475	-1.30512742689468	0.341669066706065	-3.81985831927089	0.000133528351741127	0.000295412962013649
PA0565	124.428963853258	-3.48238883746805	0.256939013399093	-13.5533673590433	7.56772480619518e-42	1.12090650710329e-40
PA0566	91.6366162572937	-0.752720643151532	0.214050724995164	-3.51655264502625	0.000437189950069595	0.000903170063332821
PA0567	132.071910298543	-3.49908761517469	0.283007706982199	-12.3639304826239	4.09627100876239e-35	4.84609688833245e-34
PA0569	64.6958947986825	-0.861763024815227	0.259027664395835	-3.32691501050759	0.000878131515585189	0.00173820857250184
PA0570	39.660078771031	-0.921481245491139	0.311638307476067	-2.95689337088929	0.00310755561761527	0.00572126296365436
PA0571	155.958267372945	-1.45168548970369	0.19845505436412	-7.31493332006638	2.57509229877489e-13	1.13401540980749e-12
PA0572	5149.01869430445	-5.62692319859148	0.243072425524896	-23.1491629971626	1.48224793720652e-118	1.72434843361691e-116
PA0575	155.99803939931	-2.80289173856357	0.225125253313537	-12.4503657288946	1.39205804247192e-35	1.68252210155047e-34
PA0585	44.0436443535079	-2.02237530036132	0.324083488682114	-6.24029107001197	4.36757406319285e-10	1.56940370456042e-09
PA0586	1352.9332574115	-5.85445450318578	0.254838946773573	-22.9731545248754	8.64981461615331e-117	9.66011296332002e-115
PA0587	1390.2997011924	-5.43910556254895	0.21121030641314	-25.7520840479713	3.0547507237395e-146	1.31213292625857e-143
PA0588	5542.53161703038	-4.84971116328379	0.184248386282088	-26.3215936982959	1.08563766734629e-152	6.0622007344617e-150
PA0599	123.768635539329	-1.91740178076429	0.212478369771693	-9.02398574887657	1.81367601832868e-19	1.09015789949917e-18
PA0605	99.3509514199453	-0.61267667251197	0.237869114203233	-2.5756882080475	0.0100040811509491	0.0171043445030311
PA0606	56.7946926535646	-1.09879458568121	0.282632311986504	-3.88771750108203	0.000101191300451295	0.000227476739822878
PA0611	172.308990339501	-0.869217544433676	0.181776926183528	-4.78178150925539	1.73748469728438e-06	4.70519619283995e-06
PA0614	56.2290757744296	-0.807480887600964	0.286638740927157	-2.81706821970087	0.00484642303872133	0.00869335889759714
PA0615	123.980818580166	-0.639146336597253	0.202023246318103	-3.16372669109011	0.00155762994086546	0.00299511211769723
PA0617	94.55386190792	-0.932205001874544	0.214279267587459	-4.35042088938474	1.35876471077097e-05	3.34834163501548e-05
PA0618	199.17071763198	-0.585546194319551	0.167345297129411	-3.49902987633252	0.000466954255942244	0.000959688099073055
PA0619	134.122868845859	-0.81598705802492	0.201066740461375	-4.05828958162115	4.94334463390085e-05	0.000114585456354099
PA0620	668.391275345774	-0.87398236426927	0.152057847154893	-5.74769655510768	9.04674058986025e-09	2.95766975724705e-08
PA0622	831.200189731595	-1.27381158363589	0.128974217630218	-9.87648234694499	5.26486897037159e-23	3.78365872980115e-22
PA0623	320.778333070166	-1.30806187293207	0.157828534137402	-8.28786683017221	1.15297563639825e-16	6.05095484365397e-16
PA0624	163.490329254886	-0.976800829022324	0.180564310460318	-5.40971151238101	6.31263549562677e-08	1.91678937507231e-07
PA0633	366.521526368913	-1.13275628095199	0.159728137086938	-7.09177670015296	1.32401030870324e-12	5.60096482105975e-12
PA0634	195.53793693564	-1.02268975944957	0.180687716338797	-5.65998497392032	1.51386249500746e-08	4.85270273944986e-08
PA0635	115.771967974729	-0.977663409756223	0.201638770862357	-4.84858842163641	1.24343104496483e-06	3.4069278484218e-06
PA0636	457.853993622786	-0.868024693411468	0.144592026963043	-6.00326803381302	1.93384979039727e-09	6.63305726632578e-09
PA0638	119.727469449344	-1.04589778399771	0.211646558710405	-4.94171882770281	7.74368374859867e-07	2.15987662598276e-06
PA0639	115.356018951933	-0.644889212195392	0.191754145169087	-3.36310441490969	0.000770712068970782	0.00153647132921558
PA0640	129.023824783496	-0.697994935621282	0.197801361165302	-3.52876710003007	0.000417500388097814	0.000863772570262391
PA0641	508.409450297598	-0.787407873796569	0.149594725783041	-5.26360718718492	1.41256090269816e-07	4.15362826786021e-07
PA0642	125.334381601322	-0.757650268263305	0.195379125529281	-3.87784655198365	0.00010538514953232	0.000236049207777165
